review,positive_score,negative_score,sentiment_diff,predicted_sentiment
"Awesome food! They do not skimp on the meat for their tacos. They serve pico and a blended sauce with their chips, pico is very mild, but the blended sauce...not so much, has a little kick at the end, but has GREAT flavor!",-4.1545963,-4.1513853,-0.0032110214,Negative
"LOVE my lashes. Can't say enough about how beautiful they came out. I had the lash profusion treatment with Cecelia. I really appreciate that she took time to explain everything along the way with the process. She also gave me some great insight to their other services, like personalized facials! Very happy customer.",-4.221651,-4.2125554,-0.009095669,Negative
"Do not go to an IHOP on a weekend! Any IHOP!
But do go there on a weekday morning to join the blue hairs for some shit on a shingle! 

No thanks... But I will have the Pancakes with one egg over medium!
Why IHOP's pancakes are so good:

1. The mix is so basic- but consistent. 
2. the SYRUP! I love mixing them all together just for fun!
3. That happy feeling (not unsimilar of eating a small McDonalds cheeseburger twice a year while hungover)
4. speaking of hangovers... very good for that- sops up all the booze!

Ok, I'm tired now...",-4.5786715,-4.559716,-0.01895523,Negative
"Table was not ready when we got there but it was pretty busy. We had about a 10 minute wait. Cute place, on the smaller side. They had attentive servers. I loved the cannoli! House wine was pretty good too!",-4.0942144,-4.082108,-0.012106419,Negative
I have to stop myself from eating here as much as I want to! The beer and pizza are awesome. My favorite pizza in Tampa and an awesome selection of beer. Leftovers never last 24 hours in this house! Great people and even beer to go.. love everything about the place.,-4.082338,-4.0777054,-0.004632473,Negative
We just happened upon them while shopping at the outlets in blackwood nj. We got the sampler for 2 with the smoked truffle fries. ABSOLUTELY AMAZING FOOD. Wish we got a sampler for 4....,-4.321326,-4.3158755,-0.0054502487,Negative
"The entire ""feel"" of the place is a bit dated and there's nothing fancy about it but it has friendly, solid service and my room was clean and quiet.  Ate one dinner and a breakfast in their restaurant.  Service there was efficient but not terribly friendly but the food was respectable.",-4.428771,-4.4257293,-0.0030417442,Negative
"Hello I had a small errand to run that was nearby early in the morning and noticed Kim's sign that said open and coffee. I had a pleasure meeting the sweetest person even though I was not there to buy cake. Her kindness was heartfelt and genuine. These are the type of people that you want to do business with.  If you need a cake and I got to imagine a pie, muffins, croissants, or any other type of baked good Give Kim a call.",-4.0158587,-4.0064297,-0.009428978,Negative
"First, there were sequin purses with Hello Kitty or something on them that they probably bought on Canal St. and marked up 10,000%. Why, I do not know. 

There are about 9 colleges within 5 miles of this location yet they waste their time on 12-year-olds. Anyway, without realizing what this place was, I went to this location to sell some items (everywhere from Burberry to Gap) and the franchise manager woman I encountered here was atrocious.  She was a mid-life crisis Housewife-wannabe mess! She was dressed younger than she could pull off with her visible wrinkles, bad-dye-job hair, and Theresa Guidice make-up.  She went through about $4000 in clothes I had, and passed on everything but like 2 items.  I was really stunned because I saw Target-type crap on the racks closest to me as I waited, and yet she passed on worn-once or new with tags stuff from BCBG, Bebe, Patagonia, Banana Rep, Ann Taylor 100% cashmere, and some couture names from Neimans.

First, as many have mentioned, it is totally tween-city here; so trendy it was laughable. The better fashion mags teach you to keep in style, but not be a trendy clown, yet it appears that this Plato's is preying on local youth whose bourgeois parents don't know how to guide them into upscale taste.  This Plato's was like a store for lame fashion mags who teach awkward teens how to mimic the look they are being paid to sell by trashy mall stores. The people who actually do that are those who don't understand that replicating a magazine outfit is like copying a catalog to furnish your home. 

Anyway, the tanned nightmare woman basically shamed me for not bringing her trendy low-quality crap, and then offered an insulting price on the two items she did want ($4 total).  So I gave her the look she had earned, gathered my things, and left.  I will not be back ever.  I don't buy trendy clothes, and when I have kids that age they will not be buying trendy clothes either.  I also don't patronize shops run by wrinkled barbies who mentally never left high school. Try an attitude improvement and some gratitude when you've just wasted an hour of someone's time. 

Consignments are what supply your business, right? Why be so ridiculously rude and ungrateful? ""Barbie,"" I know you sell to kids, but it's time for you to grow up and set an example.",-4.5048738,-4.5014462,-0.0034275055,Negative
"i have been going to this place for decades.  i stopped because the service was so bad.
i went tonight, got terrible service and when paying the manager asked me how things were.  so i told him and got an argument.  if a manger asks you for input and it sucks, they should make it better, not bullshit you.......please read on.
1. everyone else got a hot towel but not me. ""we had so many people we ran out, do you want a cold towel?"".........but there is no one here.   ""we were swamped with to go orders""  but they don't use hot towels.
2. the sushi bar alwasys gives you a little something...noodles or a bite of tuna........they actually..........look you in the eye.....as well
3. . no one the whole time at the sushi bar even looked at me and no one smiles. manager says ""they don't speak english so that's why they don't look at you and smile"".  i pointed to every employee in the place.....my waitress who spoke english, the staff, everyone was horrible.  ""the people who do speak english had a hard day""..
...........horrible service........it was so bad i didn't go for 9 years and when i came back the owner asked me why i was gone for so long. i told him something nice....the reason is the terrible service....

any place that asked you how things are and instead of trying to fix it, makes excuses for it, is not a place i could recomend.",-3.9610293,-3.9566326,-0.004396677,Negative
