text,augmented_review
"Not my favorite place to eat but sometimes you just want a cold beer and wings, when presto, Hooters was right in front of us. So in we went.

I've eaten at mant Hooters (hubby loves it!) and although this is not my fav (Mesa Arizona is) the girls were nice, service was quick, food so-so and beer was cold.

This is one of those ya know what your getting when you go there kinda places. Wings have gotten quite small I noticed...but otherwise..was what I was expecting!","woT mY favorite playe to eat muT soMetImEs you jUst Want a cold BeeR anD wiNGs, WhEn PresTo, hoOtERs was righW iN Fronc of us. sh iN We WenT. i'Ve eaten at manc hooters (Hubby loveo it!) And aLthough tHIS iv not My fAv (mEsa arIZona iS) the garlS wERe nIce, seRVice wAS quIck, Yood so-so AND bEeR wts coLs. tHis is one of tHoSe ya know what Youu geuTing when yoy go ThEre kinda pLaces. wingS hAVe gojten quiTe small i noTIced...but otherwIse..was whaT I waS expecting!"
"Pretty small shop but the donuts and biscuits are adorable and my dog actually loves them! They have great flavors and a good variety and even treats for animals with special needs like grain free. They have a treat bar for on the go bags, but my dog really likes the refrigerated treats. I can't wait to try their birthday cakes lol. Also the woman who works there is so nice and patient, my dog accidentally got away from me and ran behind the counter O_O I was so embarrassed but she treated him so kindly. We love our trips here!","preTpy smalL shoP but the donuts enD BiScuits aRe adoraBle and my Dog actually Loves them! they have grEaT flavors anD a good VarietY anD Even TReATs for anqmalS wIth special neEds like GRain frVe. they haVe a treat bar for oN thB GO bags, but My dog ReAlLy likes TxE refrigeraTeD trMaTS. I cln't wait wo try tHEir birThday cAkes lol. also the woman whO works tHeRe bs So nice and patient, my eog AcCideNtally gok away Froe mE and ran bEhind ThE CoUnter o_o i Was so embaRRassed but she tReated Him so KindLy. We love aur triPs here!"
"Food was okay, nothing to come back for honestly. The service wasn't great and is the main reason for the low rating. It was slow and not thorough at all. Between taking our order and bringing out our food, it took over half an hour before the first item was delivered to the table. The crab cakes were mostly batter, which was disappointing. Two of our orders were forgotten, and when we asked our server about it, they had no idea what happened to it and we ended up canceling one of them because it would have taken way too long to wait on that. Was super excited to try this place out based on reviews but ended up cutting our losses. :(","food Was okAy, notHinG tO coMe bqck FOr hOnestlY. thE ServiCe wasn't great AnD is The main reason fOr The lOw ratInG. it waS slow and Not thOrough at ALl. between taKing ouR ordbr and brinGINg ouT ouR Food, It Took over haLb an hour bEfore the fIAst item wAs DElIvEcEd ZO the TNble. The craB CazeS nERe mostly batGEr, whicH wAS diSappointing. ywO of our orders were forgottxN, qnd wZeN we ASked oUr servgr aboUt ITn tHeY haD no Idea what happened to it ANd we EndrD up canCELIng one of fhem bEsause zt wOmlD hame takEn WAy toO long to warT on dHAt. Was super excited to try this place kuT Based on reviewS but ended up cuttinG kur losses. A("
"The community staff are very friendly, always ready to help you with anything you need. Pet friendly and nice community all together. The maintenance staff do a great job keeping community clean. First apartment and very satisfied. The new upgrades are nice.","tHe commUNity StafF are very FRiEndlY, aLwlys readY tO help yoU WiTH anyThing you nEed. peT fOiendly and nice coMmunity all together. THe maQntEnance staff do A great jOb kEEPing COmMunitb clean. first apartmeNt any verY sAtIsfied. tHe nEw upgRadeS arE niCE."
"I was very happy to see a new restaurant open in this location - it had been a couple of bars in the recent past that didn't make it. I went there with some friends the other night and 3/4 of us thought it was good. Not great, just good. BUT...it was about an hour before they closed for the night (9pm), so I'm going to give them another chance. They only had one bottle of BBQ sauce available on a small shelf in the middle of the space and it tasted very similar to ketchup. I am going to give it another go - the staff was VERY nice and the meat and sides were good. They were out of collard greens, but they make everything fresh daily and when they're out, they're out.  I'll try it again in a few days! Maybe we can get more stars going for them!","d Wam Veuy happy tx see a nEw rEstaurant oPEn in this locAtion - It Had been A cOuplE of Bers iN tHe ReCEst pasT thaU dIdN't pake it. i wenT THEre wiTh SOme frIEmds The Other night aNd 3/4 of Us thobght ft wAs good. not great, jUst GOOd. But...it wAs about an hnur before THey cposED for the nRght (9pm), so i'M goInG To give tmem another chance. They only Had onE bnttLE of bBq sauce available on a small sHXlF iN The Middle yf thd Space tnd it tAsQed very similar ti KEtCHup. i mm gOtng to gIve It another no - The etAff was very nice aNd The mEAt aND Sides here Good. They were out of collard gceens, but THej Makz eveRYtxing fRfsh daily aNd When theR're out, THdy'Re oug. I'Ll Try it again ir A FEW days! meybe we caN gek more stars Going for them!"
"I've been here many times to get my nails and feet done. It's been a while since I've been, but this place popped into my mind today.
 I was a repeat customer for some time, they would give me 2 glasses of wine. Well not really wine wine, but Arbor Mist. 
 The massage I got was great!. The room was nice and dim, smelled fresh, candles, and relaxing music. The decor was pretty. She did a really good deep tissue massage. I just got my upper body done for 30 minutes. 
 I only stopped going because I don't like acrylics anymore, plus I can give myself a regular manicure and pedicure at home.","i'VE beEn heRe MaNy tIMes to get My nAilS aNd fEet done. it's bePn a whIle synce i've bEen, bUT shis place popPed into My miNd toDaY. i was a rekeaT cuStomeR for some time, they wgulD give me 2 tlasseS Of wine. welL NoT really Wine wine, but aRBoR Mist. the masSagE i got was grEat!. ThE rOom Waf niCe and dim, kmellEd frEsh, canDles, ajd relaxIng musiCr TFe docOr was pretTy. she did a rEaLly Good deep tIssue MassAge. i juSt gMt My upoER boDy dzne for n0 minutEs. i onLY stOppeD gaing bEcausE i Doi'T LUke acrylics anymorE, plus w crn giVE myselF n ReGuVar manijUre Anf pEdIcure at hOme."
The food we got from here was absolutely delicious. I am so glad we found this place and I think we will be ordering from here again. The staff was curiously disinterested in me when I came to pick up my food and made a point to tell me that we should order through Facebook next time not through GrubHub.,the food wE got from here was absolutedy delIcious. i aM so glaD wE FOunD uHIs Place and i thInk we WiLl be ordeRinG FroM here agaiN. the StafF was curiously dIsInTEpested Ip me when j caMj co picK uP My food and madv T poiNT tO tell me that We should order througH FaceboOk NeuT time not thrOugh gRubhub.
"Well, not so much luck here. Said our car would be ready at 1:00.  Tried to call at least six times to confirm it was ready for pickup. Never got to someone who could answer that simple question.  So we just went at 2 and, of course it was not ready.  My husband being the loud cranky sort in these situations did manage to get a loaner truck from them for the night. Our car won't even be ready until tomorrow. Bottom line - the lousy customer service in the phone translated to lost service in site as well.","Well, Not so much lucx heRe. snId Our cAR woUld be ready af 1:0q. TrIed tO call aH Least six times to confirm it wAS rEady foR pickup. never gOt to someone who cwuld ANswmr TbaT simple quEsTiJN. So WE jUSt wznt at 2 and, wf yourse it wNs not ReAdy. my husband bEisg the llUd crAnkY SRRt in these situAtions dhD Manage to get A Loaner TruHK FroM tHem for tHe Nighte ouR car won't evEn bE reaDY unTil tOmorroW. bOttom line - tHE louSy customer SeRviCe iu THe phOne TrAnSLated ho losh sErvKce in sIte as Well."
"Very sub par, small plates & dare walk in to the bathrooms. Rice seemed like it was yesterdays.","very sUb par, smpll pLates w dare wQlk in tO the bathROoms. rece SQemed like it raS yesteRdays."
"Another tasty addition to the stl restaurant scene.  Went here with some friends on a Saturday night.  We requested outdoor seating and were seated in the alley, which was gorgeous and nicely decorated.  

It's been a while since I have been to a restaurant and I was excited to order drinks!  I tried the mango caipirinha  first and it was very refreshing.  For my second drink, I had the dolce de leche tini, which I initially didn't like but got better as it sat.

For dinner I ordered the salmon and my husband got the mahi mahi.  Both were cooked well and came with yummy sides.  Service was quick and the waiter was very friendly.  

Def a good place to check out!","another tasty ADdition TO tHe hTl REsTaurant Scene. weNt Here XIth some frIenDs on a SatuRday Night. Wz reQuested Outdoor sEating ANd WeRe Seated iN the alley, whiCH was gorgeOus Akd nicely deCorated. It's been k wHIle since r haVE Been to a rEstaurAnt anD b was eXcITed to orDer Drinis! I tRied the mango caipirinha FiRst and it Was very refReshINgR for my second drink, i vad the oolcE de lechE tiNI, wHICh i iniTIallY didn't like bUt gjT BEtter aS vT saT. for dINnEr i ordered the saLmon aND My husbanD goT THe mawi Mahi. both weRe Cuoked wlll and cAme waTh yummy sides. servIce was qtiCk anD thx Waiter wAs vexy friendLy. def a goOD plaoe to check out!"
"Wow! This is a crazy good all you can eat sushi bar. We had to wait awhile...but it was worth it. Service was quick but the presentation was beautiful. We got Micky Mouse, Hiroba, and Sashimi. Too bad it is one state away from us.","wow! thIS is u CRaUY Gkod alL uOU can ert suShi bar. wE Had tO wait aWhile...buT it jAs wOrgh it. Service was QUIck But the pResEntation wag BeaUtifuL. wz got miCky MouSe, hirobA, AnD sAshimi. tOo bbd iT Is gne sratE away from uS."
Good place to workout during your lunch break.  Simmer will be here soon. Have to go hard now.,Good placE tk workouT duRing yoUr luncd brEak. SiMMeR wIll Be HerE Soon. HAve tO go hard now.
"Yeap, only 2 stars!

For appetizer: we ordered calamari. It was not good, too much breading and super greasy. 

Entree: I ordered lamb with roasted potatoes and sugar snaps. For $20, I was really hoping for something extravagant. It was mostly bones and the potatoes were horrible. Way too crispy, I couldn't even split them with a knife. I wish they would present the plate of food better. Looked like everything was thrown in at the last minute. 

Dessert: make your own donut and brownie sundae. Loved the donuts with chocolate and caramel sauces. Great idea. 

Sadly, I won't be back. For the $$, I wish they would put more effort into it.","yeap, OnLy 2 sTarS! fOR appetItEr: wE ordEred caLamaRi. It was nOt GOoDb too mUch brxadIng aNd supEt greasY. entreev U oRdereD lamb witH rOAsfeD potaTOes Aad SugAR sNaps. foR $20, i Was really hoping fOr snmeThing extravAgant. It waS mostLy BoneS aNd thE pOtatoeS were horrIble. wAy koo crispy, i cOuldn't even split lHEm WiTo A knife. k wish they WouLd prEseMt thE plAte of FOoD bEtter. looked Like everything was thROWn vn At the last mInuTE. dessert: make youR Own doNUT And browNie SunDae. lOvEd THE donutS with chocOlatE and caraMel sauces. gReaT IdeA. saDLy, w wOn'T be Back. for the $a, c wish they would puT MoRe Effort into it."
We arrived to the airport and had time to kill before some of the other family arrived. We got our luggage and came to hangout here until everyone else arrived. Katie was a great bartender and was very persistent on if we needed anything. Drinks we're so good (sunrise sangria) & you can never go wrong with chips and salsa! Thank you Katie for your wonderful service :),we arrIvjd tz the AirPort anD HaD timE to kill BefoRE sOme Of the OthER wamilY arRIved. we got oUr luggage aND came to hanGout here until eVeryOne exse arrived. katie was a GreAt bartenDer anD Wms veRy PeRsisTent op If we needed anytHiNg. drinks we're so gooD (sunrIse sangria) & you cWn rever gO wroog with cHips Anp salSA! thahk You katie foi youR wonderful serViCe :)
The food and drinks are amazing.  The staff was very busy and didn't miss a beat with serving our 12 person table.  I recommend the Monster Margaritas for the brave and thirsty.,the food aNd dRInks arE amAZing. thE stzff was Very BusY ANd Didn'h MiSs a beaa with serViNg Our 12 pezson table. f rECoMmEnd the mOnstEr MARgaritas foq The bRave aNd thIRsty.
Their falafel sandwich with the harissa sauce was really good. The seating can be tough if you go during busy hours.,tHeir fAlafEl sANdwhch with ThE haRIssa saUcf wac reaLLy gOod. the Szating xan ge TougW iF you Io During busy hours.
